id,user_id,session_id,source_photo_file_id,user_input,generated_prompt,result_storage_path,sticker_set_name,created_at,telegram_file_id,is_example,style_preset_id,env,idea_source
07bcb43d-0357-4cf9-9097-b3dffa120f9b,2fe14a3c-47ed-4073-b637-a658faddaeae,44b1800a-917c-4c69-aa35-dbe674a93f34,AgACAgIAAxkBAAIIBmmEjQZ3e0P5JnHL1i5WpNkCQFwaAAJjDGsbso0oSBAg7EKfUySXAQADAgADeQADOAQ,"Adult animated series style like South Park or Rick and Morty, crude simple shapes, satirical exaggerated features, bold flat colors","Create a high-quality messenger sticker. Style: Adult animated series style like South Park or Rick and Morty, crude simple shapes, satirical exaggerated features, bold flat colors. Character: Use the character from the provided photo as the base. Preserve recognizable facial features, proportions, and overall likeness. Exaggerate key features for satirical effect while maintaining resemblance. Concept: neutral expression appropriate for the style. Composition: Character occupies maximum canvas area, bold white border around the character (approx 25% outline width), smooth and uniform border. Visual design: Bold black outlines, flat colors with minimal shading, crude and simple shapes. Requirements: black background, no watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for messenger sticker, maintains core identity.",stickers/2fe14a3c-47ed-4073-b637-a658faddaeae/44b1800a-917c-4c69-aa35-dbe674a93f34/1770402968470.webp,,2026-02-06 18:36:08.491239+00,CAACAgIAAxkDAAIUN2mGNJiZZkBGmIzuyR2eBKVjjoaWAAJfiwACxj4wSPPJy6MYTd5uOAQ,true,tv_adult,prod,
07c1e5ab-da77-4626-92c3-df4095c489f6,8538d8af-5c45-4fef-9ada-b14574448b3b,cdbb9887-6506-4898-9e0b-745255f4df91,AgACAgIAAxkBAAMNaYBMW46U0a0M0-Hz5DJKY1DOFBUAArwQaxucSQABSCl1FvrD3TRhAQADAgADeQADOAQ,"anthropomorphic animal style, furry character, expressive","Create a high-quality messenger sticker. Style: Anthropomorphic animal style, furry character design. Character: Use the character from the provided photo as the base. Preserve recognizable facial features, proportions, and overall likeness, adapting them to a furry animal. Concept: Expressive emotion conveyed through exaggerated facial features and body language appropriate for a furry character. Composition: Character occupies maximum canvas area, bold white border around the character (approx 25% outline width), smooth and uniform border. Visual design: Clean bold sticker outline, high contrast, detailed fur texture, bright and appealing colors. Requirements: black background, no watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for messenger sticker.",stickers/8538d8af-5c45-4fef-9ada-b14574448b3b/cdbb9887-6506-4898-9e0b-745255f4df91/1770186292106.webp,p2s_42269230_by_sticq_bot,2026-02-04 06:24:52.230822+00,CAACAgIAAxkDAAICpWmC5jTRkhkqalPIsHonrya3G3etAAJThAAClVoYSHtzbRvKPxYCOAQ,false,,prod,
086e1c96-3e8b-4620-900d-4bb8bddc9d4b,193d6585-57cb-4c35-9247-aa0cf98988bb,f19feb27-2b9b-4c1b-8120-fd372127a915,AgACAgIAAxkBAAIHZ2mEcAyJHCgntzpsdgABoxiozgNloQACjRBrG7KNIEiHS9cB-0YqyAEAAwIAA3gAAzgE,"anime style, clean lines, expressive eyes, detailed hair","Create a high-quality messenger sticker. Style: anime style, emphasizing clean lines, large expressive eyes, and detailed hair. Character: ISOLATE and extract ONLY the main subject (person, animal, character) from the provided photo. Ignore all background elements, furniture, surroundings, and environmental context. Preserve recognizable facial features and overall likeness. Adapt proportions to match the anime style while keeping facial identity. Composition: Character occupies maximum canvas area, clear silhouette, bold uniform border around the character (thick, approx 25–35% outline width), smooth and consistent outline. Visual design: High contrast, strong edge separation, simplified shapes, no soft edges, vibrant color palette consistent with anime. Requirements: Solid black background, no watermark, no logo, no frame, no text. Quality: Optimized for clean background removal and messenger sticker use.",stickers/193d6585-57cb-4c35-9247-aa0cf98988bb/f19feb27-2b9b-4c1b-8120-fd372127a915/1770292495675.webp,p2s_42269230_1770259885125_by_photo_2_stickerbot,2026-02-05 11:54:55.822293+00,CAACAgIAAxkDAAIHzGmEhQ9TeFbRVKIZm2eN29c3GXNDAALwjgACso0oSC-MuXhf5fq1OAQ,false,,prod,
087dc5bc-ca1d-435d-86f7-c4ab018d60c6,2fe14a3c-47ed-4073-b637-a658faddaeae,9dd82e65-3679-465d-9630-b14749afcc57,AgACAgIAAxkBAAIIBmmEjQZ3e0P5JnHL1i5WpNkCQFwaAAJjDGsbso0oSBAg7EKfUySXAQADAgADeQADOAQ,"Soviet animation style like Nu Pogodi or Cheburashka, hand-painted aesthetic, warm nostalgic colors, classic USSR cartoon","Create a high-quality messenger sticker. Style: Soviet animation style, resembling 'Nu Pogodi' or 'Cheburashka', with a hand-painted aesthetic. Character: Extract ONLY the main subject from the provided photo, preserving recognizable facial features, proportions, and overall likeness. Concept: Capture a warm, nostalgic mood typical of classic USSR cartoons. Composition: Character occupies maximum canvas area. Outline: Soft edges and visible brush strokes, no hard outlines. Visual design: Warm, slightly muted colors, textured shading mimicking paint on cel animation. Background: Solid contrasting color like light blue or beige for easy background removal. Requirements: No watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for clean background removal and messenger sticker use.",stickers/2fe14a3c-47ed-4073-b637-a658faddaeae/9dd82e65-3679-465d-9630-b14749afcc57/1770408724952.webp,,2026-02-06 20:12:05.066751+00,CAACAgIAAxkDAAIWmmmGSxWVAw8_EyGcdGIeM1U9e_WNAAKujAACxj4wSKjnf2HM-2cfOAQ,true,ru_soviet_cartoon,prod,
09de8283-cc8f-476c-ac3f-d1a5b9235a52,8538d8af-5c45-4fef-9ada-b14574448b3b,cdbb9887-6506-4898-9e0b-745255f4df91,AgACAgIAAxkBAAMNaYBMW46U0a0M0-Hz5DJKY1DOFBUAArwQaxucSQABSCl1FvrD3TRhAQADAgADeQADOAQ,"pixel art style, retro game aesthetic, 8-bit","Create a high-quality messenger sticker. Style: pixel art style, retro game aesthetic, 8-bit. Character: Use the character from the provided photo as the base. Preserve recognizable facial features, proportions, and overall likeness, but in a pixelated form. Concept: Standard expression, reminiscent of a retro game character. Composition: Character occupies maximum canvas area, bold white border around the character (approx 35% outline width), smooth and uniform border. Visual design: Clean bold white sticker outline, high contrast, simplified pixelated shapes, limited color palette typical of 8-bit games. Requirements: black background, no watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for messenger sticker.",stickers/8538d8af-5c45-4fef-9ada-b14574448b3b/cdbb9887-6506-4898-9e0b-745255f4df91/1770180097207.webp,p2s_42269230_by_sticq_bot,2026-02-04 04:41:37.322978+00,CAACAgIAAxkDAAICoGmCzgGfjIzHN92BDcE_Z2I0S76iAAKdgwAClVoYSEa-sbxhcZD4OAQ,false,,prod,
0a5126a4-8a83-47cf-9a81-e64ea862967e,a8880986-a8cb-44ce-ba37-ffb371a10a1e,b1eb0bbf-c5fb-4516-9ac5-896a5248cbd5,AgACAgIAAxkBAAItV2mJ6pre_KY4-btC3QUqDV9RJyw_AALyFWsbZMFQSLy1MHktfJNkAQADAgADeQADOgQ,"Cute cat character style, cat ears added, whiskers, playful feline expression, fluffy and adorable","Create a high-quality messenger sticker. Style: Cute cat character style with large expressive eyes, soft fluffy fur texture. Character: Use the character from the provided photo as the base. Preserve recognizable facial features, proportions, and overall likeness. ADD cat ears and whiskers to the character. Concept: playful feline expression, fluffy and adorable appearance. Composition: Character occupies maximum canvas area, bold white border around the character (approx 25% outline width), smooth and uniform border. Visual design: Clean bold sticker outline, high contrast, soft pastel color palette, detailed fur texture. Requirements: black background, no watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for messenger sticker.",stickers/a8880986-a8cb-44ce-ba37-ffb371a10a1e/b1eb0bbf-c5fb-4516-9ac5-896a5248cbd5/1770646298560.webp,p2s_161456957_by_photo_2_stickerbot,2026-02-09 14:11:38.721262+00,CAACAgIAAxkDAAItX2mJ6xuQxcdL6SKOSLabRRggK-UyAAK5lwACZMFQSBcDRfzyZuIsOgQ,false,cute_cat,prod,
0a7f58bd-4b4b-49dc-82c9-381ef3b72672,f4308556-b958-4cbb-8634-767499e1275a,278dcf93-cce6-4349-992e-83b6b050b19a,AgACAgIAAxkBAAILWGmFFVjIB1EE3aCPJ-uv26jb4Bc-AAIODWsbDKwoSNA5DmI5ZEE7AQADAgADdwADOAQ,"cute kawaii style, soft pastel colors, rounded shapes",Add laughing expression to this sticker character,stickers/f4308556-b958-4cbb-8634-767499e1275a/278dcf93-cce6-4349-992e-83b6b050b19a/1770329504890.webp,,2026-02-05 22:11:47.623873+00,CAACAgIAAxkDAAILYGmFFaPqI16XJF9i-0TkUqWDqN_mAAJakQACDKwoSGeRI07o0a3KOAQ,false,cute,prod,
0a8317e9-b66d-4ff8-85a8-c0bccf01d466,e93b25e6-c35f-443a-ae6f-e6874fabc54b,cbbc813a-d0b8-4673-b547-853cfae3e6cb,AgACAgIAAxkBAAIlFGmIyrBbXvYEg9QxjMZXkAp5UVGgAAIEG2sbyjhISNSyhkI7KZWDAQADAgADeQADOgQ,"Super-deformed chibi anime, oversized head 3x body, tiny limbs, kawaii expression, simplified features","Create a high-quality messenger sticker. Style: Super-deformed chibi anime, oversized head 3x body, tiny limbs, kawaii expression, simplified features. Character: Use the character from the provided photo as the base. Preserve recognizable facial features and overall likeness, but adapt proportions to super-deformed chibi style. Concept: kawaii (cute) expression, happy or cheerful. Composition: Character occupies maximum canvas area. Outline: Bold black outline. Visual design: Bright, vibrant colors, simple shading, large expressive eyes. Background: Solid contrasting color that makes background removal easy (e.g., bright green). Requirements: No watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for clean background removal and messenger sticker use.",stickers/e93b25e6-c35f-443a-ae6f-e6874fabc54b/cbbc813a-d0b8-4673-b547-853cfae3e6cb/1770572526216.webp,,2026-02-08 17:42:06.243011+00,CAACAgIAAxkDAAIlJGmIyu5ZrFrignunqdS8F6nS4hWLAAKUmAACyjhISC9DC_CWfaswOgQ,false,anime_chibi,prod,
0ac65268-3208-4d82-8e1e-36c90cc22d48,2fe14a3c-47ed-4073-b637-a658faddaeae,1084fd79-e937-497c-aff2-ac07563f20ad,AgACAgIAAxkBAAI1VmmMNUSyc1GFDPlpxOTc6XPwLPrGAAKNFWsbID1gSM6wy5d9lPejAQADAgADeQADOgQ,"Love Is comic strip style, simple cute couple, minimal lines, sweet romantic. Tiny heart motifs only as part of character design or composition, no background decorations.","Create a high-quality messenger sticker. Style: Love Is comic strip style, simple cute couple, minimal lines, sweet romantic. Tiny heart motifs only as part of character design or composition. Subject: Analyze the provided photo. If one person, extract that person. If multiple people (couple), extract ALL of them together, preserving their relative positions. Remove only irrelevant background. Preserve recognizable facial features, proportions, likeness for every person. Composition: Characters occupy maximum canvas area, bold uniform border (25-35% outline width). Visual design: High contrast, simplified shapes, warm romantic palette. Background: Solid bright green (#00FF00) for clean background removal. Requirements: No watermark, no logo, no frame. Quality: Optimized for clean automated background removal.",stickers/2fe14a3c-47ed-4073-b637-a658faddaeae/1084fd79-e937-497c-aff2-ac07563f20ad/1770798304286.webp,p2s_42269230_1770726638409_by_photo_2_stickerbot,2026-02-11 08:25:04.310612+00,CAACAgIAAxkDAAI1sGmMPPo1BR-ZELcqsH01WMDrJxoeAAKxigACID1gSNHs7-QoldYUOgQ,false,ru_love_is,prod,
0b1e0fe0-6330-4c5a-8c20-fe83b1b162ca,0a08ae47-fea2-40bf-ae53-915ec817d30d,00b6bcdb-86cf-4651-aace-e88d8c575507,AgACAgIAAxkBAAINA2mFcsk2Rm-Y-yytdU2DkhiwHsLcAAITDGsbXOkxSLoplCFWb-17AQADAgADeAADOAQ,"chibi style, big head, tiny body, adorable proportions","Add angry, frowning, irritated expression expression to this sticker character",stickers/0a08ae47-fea2-40bf-ae53-915ec817d30d/00b6bcdb-86cf-4651-aace-e88d8c575507/1770353783494.webp,,2026-02-06 04:56:26.217509+00,CAACAgIAAxkDAAINIGmFdHp1qHzXi3YMo2cW22hnkfamAALHigACXOkxSN4E7NCPXoigOAQ,false,chibi,prod,
0b24b037-4ea3-4f18-8b5c-eb6b34aad2fb,8538d8af-5c45-4fef-9ada-b14574448b3b,23d41936-a8b6-4216-93b4-9a8ad4001040,AgACAgIAAxkBAAMNaYBMW46U0a0M0-Hz5DJKY1DOFBUAArwQaxucSQABSCl1FvrD3TRhAQADAgADeQADOAQ,"anime style, clean lines, expressive eyes, detailed hair","Create a high-quality messenger sticker. Style: anime style with clean lines, expressive eyes, and detailed hair. Character: Use the character from the provided photo as the base. Preserve recognizable facial features, proportions, and overall likeness. Concept: smiling expression. Composition: Character occupies maximum canvas area, clean white border around the character, smooth and uniform border. Visual design: Clean bold sticker outline, high contrast, detailed anime style, soft cel-shading, vibrant colors. Requirements: black background, no watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for messenger sticker.",stickers/8538d8af-5c45-4fef-9ada-b14574448b3b/23d41936-a8b6-4216-93b4-9a8ad4001040/1770116379152.webp,p2s_42269230_by_sticq_bot,2026-02-03 11:00:39.426075+00,,false,,prod,
0b452d6d-fca6-4680-ae08-970de14e0c0d,193d6585-57cb-4c35-9247-aa0cf98988bb,54d3e2bd-7e8f-4c4f-a275-98e819238ca5,AgACAgIAAxkBAAIDlWmDAAG9yBGO9F8CBrdil99SedN_nQACnAxrG7n5GEiXB7QWtGawpwEAAwIAA3kAAzgE,"anime style, clean lines, expressive eyes, detailed hair","Create a high-quality messenger sticker. Style: Anime style with clean lines, vibrant colors, and detailed hair. Character: Use the character from the provided photo as the base. Preserve recognizable facial features, proportions, and overall likeness. Adapt proportions to match anime style. Concept: Neutral expression. Composition: Character occupies maximum canvas area, bold white border around the character (approx 25% outline width), smooth and uniform border. Visual design: High contrast, strong edge separation, simplified shapes, no soft edges, bright color palette, detailed anime-style hair and expressive eyes. Requirements: Solid black background, no watermark, no logo, no frame, no text. Quality: Optimized for clean background removal and messenger sticker use.",stickers/193d6585-57cb-4c35-9247-aa0cf98988bb/54d3e2bd-7e8f-4c4f-a275-98e819238ca5/1770269620476.webp,p2s_42269230_1770259885125_by_photo_2_stickerbot,2026-02-05 05:33:40.501339+00,CAACAgIAAxkDAAIGKmmEK7R_5yKZIT9CImZSc0qZXju4AAL2kwACso0gSPkFSzMYYrZMOAQ,false,,prod,
0b6dc499-c037-4da5-85c9-fabd09def17e,e12f3ecf-76f9-4fe6-a6db-331e3572b5f9,202f3d3f-1b15-4e09-90f0-7b3e3912e4a8,AgACAgUAAxkBAAIngGmJOH_7OCdzXuDKPu7KzLWbPSUuAAI1DWsbnxpIVHIZOqa4S41WAQADAgADeQADOgQ,"Romantic couple style, two characters close together, loving gaze, holding hands or hugging pose","Create a high-quality messenger sticker. Style: Romantic couple style, soft and dreamy with gentle color gradients. Character: Extract two characters from the provided photo, capturing their likeness and essence. Preserve recognizable facial features, proportions, and overall likeness. Concept: The characters should be in a loving embrace, exchanging a loving gaze, holding hands or in a hugging pose that conveys deep affection and connection. Composition: Compose the characters closely together, filling the frame to emphasize their intimacy. Include a subtle, diffused background that enhances the romantic atmosphere. Outline: Soft edges and subtle blending contribute to the romantic aesthetic. Visual design: Use a pastel color palette with soft, diffused lighting to create a warm and inviting atmosphere. Focus on creating a sense of tenderness and emotional connection. Requirements: black background, no watermark, no logo, no frame, no text unless explicitly requested. Quality: High resolution, expressive, and optimized for clean background removal and messenger sticker use.",stickers/e12f3ecf-76f9-4fe6-a6db-331e3572b5f9/202f3d3f-1b15-4e09-90f0-7b3e3912e4a8/1770600607090.webp,,2026-02-09 01:30:07.21686+00,CAACAgIAAxkDAAInh2mJOJ9d9NpCwu9HmNqdwzShLqGLAAIOkQACe7lISCEKlLKoe372OgQ,false,love_couple,prod,
0bf5e2ff-bc48-4141-8bc0-b9705bbe1f50,99473486-c6dd-40c6-945a-7248cfe4bb5a,a256dd1d-64be-453f-942c-c67be866a9b2,AgACAgIAAxkBAAI7VmmN0l7JqTq4N4BasBvEnz7qFVN2AAJiF2sbgTJwSNkWXMtCYjNAAQADAgADeQADOgQ,"Japanese anime style, clean precise linework, cel-shading, large expressive eyes with detailed reflections, stylized flowing hair","Create a high-quality messenger sticker. Style: Japanese anime style, clean precise linework, cel-shading, large expressive eyes with detailed reflections, stylized flowing hair. Subject: Analyze the provided photo. If one person, extract that person. If multiple people (couple, group), extract ALL of them together, preserving their relative positions. Remove only irrelevant background. Preserve recognizable facial features, proportions, and overall likeness for every person. Adapt proportions to match anime style while keeping facial identity. Composition: Fit ALL characters fully into the frame, do NOT crop or cut off any person. Leave small padding around the edges. Bold uniform border around the composition (thick, approx 25–35% outline width), smooth and consistent outline. Visual design: High contrast, strong edge separation, simplified shapes, no soft edges. Color palette consistent with anime style. Requirements: No watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for clean automated background removal and messenger sticker use. CRITICAL REQUIREMENT: The background MUST be a solid uniform bright green color (#00FF00). Do NOT use any other background color regardless of the style. This is essential for automated background removal. The ENTIRE area behind the character(s) must be filled with exactly #00FF00 green — no gradients, no style-specific backgrounds, no dark colors.",stickers/99473486-c6dd-40c6-945a-7248cfe4bb5a/a256dd1d-64be-453f-942c-c67be866a9b2/1770902211162.webp,,2026-02-12 13:16:51.1821+00,CAACAgIAAxkDAAI7X2mN0sPXUoruLZw9O-sKzyKUVlKJAAILlwACgTJwSK-hzS1QX5XSOgQ,false,anime_classic,prod,
0c53a94b-1588-488d-9932-7df7b79f7402,a25737d0-6478-494d-a3f0-00c1b9a9313f,c0a502e5-0857-4fc8-ae02-d7dc34db5310,AgACAgIAAxkBAAILa2mFFcpbE6dNbAzqlV7wzpqOZyf9AAInFWsbjiopSNLdEtT5iKlSAQADAgADeQADOAQ,"tv cartoon style, simplified shapes, flat colors, limited shading, clean outlines","Create a high-quality messenger sticker. Style: TV cartoon style, simplified shapes, flat colors, limited shading, clean outlines. Character: Use the character from the provided photo as the base. Preserve recognizable facial features, proportions, and overall likeness. Composition: Character occupies maximum canvas area, bold black border around the character (approx 25% outline width), smooth and uniform border. Visual design: Clean sticker outline, high contrast, simple shapes, flat shading, bright saturated colors. Requirements: black background, no watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for messenger sticker.",stickers/a25737d0-6478-494d-a3f0-00c1b9a9313f/c0a502e5-0857-4fc8-ae02-d7dc34db5310/1770329581681.webp,,2026-02-05 22:13:04.418658+00,CAACAgIAAxkDAAILb2mFFfBj-jiOfRlkVdv0pAYaUqM7AAIJpwACjiopSDEKkpPZNNvtOAQ,false,tv,prod,
0c6ddf22-91f7-4b56-8f73-a0e1808a53eb,2fe14a3c-47ed-4073-b637-a658faddaeae,44b1800a-917c-4c69-aa35-dbe674a93f34,AgACAgIAAxkBAAIIBmmEjQZ3e0P5JnHL1i5WpNkCQFwaAAJjDGsbso0oSBAg7EKfUySXAQADAgADeQADOAQ,"Disney or Pixar animation style, 3D rendered look, expressive big eyes, soft lighting, polished animated movie aesthetic","Create a high-quality messenger sticker. Style: Disney or Pixar animation, 3D rendered look, smooth surfaces, detailed textures, soft directional lighting. Character: Use the character from the provided photo as the base. Preserve recognizable facial features, proportions, and overall likeness. Adapt proportions to match the style while keeping facial identity. Concept: Neutral expression. Composition: Character occupies maximum canvas area, clear silhouette, soft blurred outline. Visual design: Soft, volumetric lighting, vibrant colors, subtle gradients, polished animated movie aesthetic. Background: Solid contrasting color that makes background removal easy. Choose color that contrasts well with the character (e.g., bright green, solid gray, or color that differs from character's palette). Requirements: No watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for clean background removal and messenger sticker use.",stickers/2fe14a3c-47ed-4073-b637-a658faddaeae/44b1800a-917c-4c69-aa35-dbe674a93f34/1770403132382.webp,,2026-02-06 18:38:52.40153+00,CAACAgIAAxkDAAIUeGmGNTy77iSM-b4DL6DzBIfu7-v0AAJtiwACxj4wSAt_5u_QVIKgOAQ,true,tv_disney,prod,
0c7b6f15-8d34-4a36-952b-0d75aa0d6900,827f6bdc-8762-4858-8347-fc075527965e,186a9f9c-3345-4614-957d-5a029082c4ce,AgACAgIAAxkBAAIS72mF-UFlMIWVhOhiCiyZMo0L3p-5AAKAEGsbOKoxSOsdlCcZu2KNAQADAgADdwADOAQ,"Japanese anime style, clean precise linework, cel-shading, large expressive eyes with detailed reflections, stylized flowing hair","Create a high-quality messenger sticker. Style: Japanese anime style, clean precise linework, cel-shading, large expressive eyes with detailed reflections, stylized flowing hair. Character: ISOLATE and extract ONLY the main subject from the provided photo. Ignore all background elements, furniture, surroundings. Preserve recognizable facial features, proportions, and overall likeness. Adapt proportions to match the style while keeping facial identity. Concept: Standard anime style. Composition: Character occupies maximum canvas area with clear silhouette. Outline: Bold outlines. Visual design: Cel-shading, vibrant colors. Background: Solid bright green color that makes background removal easy. Requirements: No watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for clean background removal and messenger sticker use.",stickers/827f6bdc-8762-4858-8347-fc075527965e/186a9f9c-3345-4614-957d-5a029082c4ce/1770387818515.webp,p2s_606651067_by_photo_2_stickerbot,2026-02-06 14:23:38.632437+00,CAACAgIAAxkDAAIS82mF-WrDmuCs5sqaXURnOnKMxrJ5AAJsnQACOKoxSMpY3VYEZGFEOAQ,false,anime_classic,prod,
0c85e7b1-209a-4236-b8fc-6b889ca84392,2fe14a3c-47ed-4073-b637-a658faddaeae,587e3610-0813-4eb9-b2b4-1296b0bac8af,CAACAgIAAxkDAAIrWWmJsTubNBvcaEVb-8X_zgfTEmm5AAIiiQACL_RRSKp43fu0EQTcOgQ,"[assistant] style: аниме стиль, emotion: удовольствие, pose: кошка на ракете","Create a high-contrast messenger sticker.
Emotion: sad, teary eyes, melancholic — show this emotion clearly on the character's face and body language.
Character: ISOLATE and extract ONLY the main subject (person, animal, character) from the photo. Ignore all background elements, furniture, surroundings, and environmental context. Preserve recognizable facial features, style, and colors.
Composition: Character occupies maximum canvas area, clear silhouette, bold uniform border around the character (thick, approx 25–35% outline width), smooth and consistent outline.
Visual design: High contrast, strong edge separation, simplified shapes, no soft edges.
Requirements: Solid black background, no watermark, no logo, no frame.
Quality: Optimized for clean background removal and messenger sticker use.",stickers/2fe14a3c-47ed-4073-b637-a658faddaeae/587e3610-0813-4eb9-b2b4-1296b0bac8af/1770631540914.webp,p2s_42269230_1770620481441_by_photo_2_stickerbot,2026-02-09 10:05:40.944828+00,CAACAgIAAxkDAAIrZmmJsXX-GXX8eizqrxGBGKKMIqBhAAIpiQACL_RRSEaUzBUWPrx3OgQ,false,assistant,prod,
0c97eb13-e0e0-42d5-9ba5-2b5522d148a7,193d6585-57cb-4c35-9247-aa0cf98988bb,aba133c9-412a-4c39-b23a-73b3cdacdafb,AgACAgIAAxkBAAIDlWmDAAG9yBGO9F8CBrdil99SedN_nQACnAxrG7n5GEiXB7QWtGawpwEAAwIAA3kAAzgE,"anime style, clean lines, expressive eyes, detailed hair","Create a high-quality messenger sticker. Style: Anime style, emphasizing clean lines, detailed expressive eyes, and meticulously rendered hair. Character: Use the person in the provided photo as the base, carefully preserving their recognizable facial features, proportions, and overall likeness. Adapt the proportions to match the anime style. Concept: A neutral expression showcasing the details. Composition: The character should occupy the maximum canvas area with a clear silhouette. Add a bold, uniform white border around the character, approximately 25% to 35% of the outline width. The outline should be smooth and consistent. Visual design: Maintain high contrast with strong edge separation and simplified shapes, avoiding soft edges. Use a color palette that is consistent with typical anime styles, including vibrant colors and cel-shading techniques. Requirements: The background must be solid black. There should be no watermark, logo, frame, or additional text unless required by the anime style itself (e.g., sound effects). Quality: The image should be optimized for clean background removal and ideal for use as a messenger sticker.",stickers/193d6585-57cb-4c35-9247-aa0cf98988bb/aba133c9-412a-4c39-b23a-73b3cdacdafb/1770283360653.webp,p2s_42269230_1770259885125_by_photo_2_stickerbot,2026-02-05 09:22:40.772093+00,CAACAgIAAxkDAAIHImmEYWCVVtBcrBPGW9q_7TObrM_iAAJVmAACso0gSK7w2UEpFbdhOAQ,false,,prod,
0d561af4-1574-45e3-bc5d-7c4c800a6032,2fe14a3c-47ed-4073-b637-a658faddaeae,9dd82e65-3679-465d-9630-b14749afcc57,AgACAgIAAxkBAAIIBmmEjQZ3e0P5JnHL1i5WpNkCQFwaAAJjDGsbso0oSBAg7EKfUySXAQADAgADeQADOAQ,"Russian 90s aesthetic, VHS quality, grainy texture, post-Soviet style, tracksuit gopnik vibe, nostalgic faded colors","Create a high-quality messenger sticker. Style: Russian 90s aesthetic, VHS quality, grainy texture, post-Soviet style. Character: Use the character from the provided photo as the base. Preserve recognizable facial features, proportions, and overall likeness. Concept: tracksuit gopnik vibe, nostalgic faded colors. Composition: Character occupies maximum canvas area, bold white border around the character (approx 25% outline width), smooth and uniform border. Visual design: Grainy texture, faded and desaturated colors, simple shapes, slightly blurred edges to mimic VHS quality. Requirements: black background, no watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for messenger sticker.",stickers/2fe14a3c-47ed-4073-b637-a658faddaeae/9dd82e65-3679-465d-9630-b14749afcc57/1770408908697.webp,,2026-02-06 20:15:08.716424+00,CAACAgIAAxkDAAIW0mmGS8wh4nkl8kG3k_1x3vVaQPU1AAK2jAACxj4wSJkZywNEi2DpOAQ,true,ru_90s,prod,
0e56ca15-bf87-42aa-a017-5fafeb9502e7,2fe14a3c-47ed-4073-b637-a658faddaeae,2d5a055e-d659-41bb-bf42-2115ca059d3c,AgACAgIAAxkBAAIlVWmI2p556e1c-6-WW4v3ctEdhv4WAAIaGGsbL_RJSFocGM9Fs4jIAQADAgADeQADOgQ,"[assistant] style: Американский стиль анимации, emotion: Уверенность, pose: Сердце складываю руками, text: нет текста","Create a high-contrast messenger sticker.
Emotion: sad, teary eyes, melancholic — show this emotion clearly on the character's face and body language.
Character: ISOLATE and extract ONLY the main subject (person, animal, character) from the photo. Ignore all background elements, furniture, surroundings, and environmental context. Preserve recognizable facial features, style, and colors.
Composition: Character occupies maximum canvas area, clear silhouette, bold uniform border around the character (thick, approx 25–35% outline width), smooth and consistent outline.
Visual design: High contrast, strong edge separation, simplified shapes, no soft edges.
Requirements: Solid black background, no watermark, no logo, no frame.
Quality: Optimized for clean background removal and messenger sticker use.",stickers/2fe14a3c-47ed-4073-b637-a658faddaeae/2d5a055e-d659-41bb-bf42-2115ca059d3c/1770576711510.webp,,2026-02-08 18:51:51.533496+00,CAACAgIAAxkDAAIlb2mI20eWkwa6g-lOE6CEWcCUP5BrAALTnAACL_RJSNYTu2qfCSq_OgQ,false,assistant,prod,
0e56ee07-5964-4c37-857d-d8596a3a121e,8ee0fb99-dfab-4a4e-a1f2-b333a5691780,a3315389-4d5f-4eb8-b1a8-b0ecb3f1dcb6,AgACAgIAAxkBAAIyJ2mLF-SVBe2riC_olza8c-5pe8lQAALhEmsbTVpYSCf2gSgGUvnHAQADAgADeQADOgQ,"Japanese anime style, clean precise linework, cel-shading, large expressive eyes with detailed reflections, stylized flowing hair","Create a high-quality messenger sticker. Style: Japanese anime style, clean precise linework, cel-shading, large expressive eyes with detailed reflections, stylized flowing hair. Character: ISOLATE and extract ONLY the main subject from the provided photo. Ignore all background elements, furniture, surroundings. Preserve recognizable facial features, proportions, and overall likeness. Adapt proportions to match the anime style while keeping facial identity. Concept: standard anime expression, slightly smiling. Composition: Character occupies maximum canvas area with clear silhouette. Outline: bold black outline. Visual design: Vibrant colors, cel-shading, detailed reflections in the eyes, and stylized hair. Background: Solid contrasting green color that makes background removal easy. Requirements: No watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for clean background removal and messenger sticker use.",stickers/8ee0fb99-dfab-4a4e-a1f2-b333a5691780/a3315389-4d5f-4eb8-b1a8-b0ecb3f1dcb6/1770723350400.webp,,2026-02-10 11:35:50.423614+00,CAACAgIAAxkDAAIyL2mLGBbVrMKXorhB6qkQfGDgXIedAAI6jwACcMBhSMdVBy2ae0Z7OgQ,false,anime_classic,prod,
